,notes,train_acc,train_loss,val_acc,val_loss
0,,0.54,2.0903,0.05,4.5233
1,,0.55,2.0292,0.24,9.3204
2,,0.63,1.6976,0.16,10.3558
3,,0.66,1.5580,0.08,5.9131
4,,0.72,1.3151,0.15,4.7548
5,,0.80,0.9620,0.50,3.5979
6,,0.74,1.2754,0.27,3.7264
7,created new SGD optimizer with LR: 0.00100000000000000002,0.84,0.6853,0.20,5.1285
8,,0.80,0.9254,0.18,4.7588
9,,0.83,0.6959,0.27,5.0310
10,,0.93,0.3595,0.17,6.0324
11,,0.90,0.3984,0.18,5.8667
12,,0.96,0.2145,0.19,6.2401
13,,0.96,0.1731,0.22,4.5447
14,,0.97,0.1966,0.24,5.8592
15,created new SGD optimizer with LR: 0.0001,0.97,0.1819,0.16,7.0820
16,,0.94,0.2404,0.16,5.7035
17,,0.98,0.1368,0.18,7.4181
18,,0.97,0.1726,0.17,5.4375
19,,0.96,0.1855,0.17,7.0718
20,,0.96,0.1765,0.37,3.6937
21,,0.98,0.1600,0.14,5.7983
22,,0.99,0.0892,0.19,6.7502
23,created new SGD optimizer with LR: 0.00001,0.98,0.1100,0.24,6.2938
24,,0.96,0.2578,0.18,6.6765
25,,0.94,0.2154,0.21,4.1218
26,,0.98,0.1406,0.12,4.5407
27,,0.97,0.1622,0.18,6.4955
28,,0.98,0.1327,0.18,5.8695
29,,0.97,0.2220,0.15,5.3967
30,,0.96,0.1974,0.16,5.6883
31,created new SGD optimizer with LR: 0.000001,0.96,0.1634,0.18,5.9325
32,,0.99,0.1080,0.16,6.2247
33,,0.99,0.0899,0.20,5.7800
34,,0.97,0.1600,0.20,5.3887
35,,0.99,0.0994,0.16,5.3015
36,,0.96,0.1486,0.19,4.9551
37,,0.95,0.2141,0.14,5.0098
38,,0.97,0.1408,0.07,4.5937
39,created new SGD optimizer with LR: 0.0000001,0.98,0.1359,0.19,7.4014
40,,0.97,0.1372,0.22,4.0800
41,,0.98,0.1352,0.12,6.0983
42,,0.98,0.1125,0.24,3.6678
43,,0.99,0.1060,0.17,4.5017
44,,0.97,0.1633,0.13,4.0274
45,,0.97,0.1308,0.11,5.8066
46,,0.99,0.1044,0.14,4.2332
47,created new SGD optimizer with LR: 0.00000001,0.98,0.1160,0.16,6.8219
48,,0.92,0.3256,0.22,4.6765
49,,0.99,0.1065,0.17,6.0359
