,notes,train_acc,train_loss,val_acc,val_loss
0,,0.40,1.6024,0.42,1.5217
1,,0.42,1.5486,0.46,1.5058
2,,0.44,1.5484,0.43,1.4913
3,,0.41,1.5184,0.39,1.5303
4,,0.44,1.5289,0.47,1.4763
5,,0.42,1.5007,0.22,1.6799
6,,0.44,1.5185,0.49,1.4632
7,created new SGD optimizer with LR: 0.00100000000000000002,0.44,1.4971,0.48,1.4658
8,,0.47,1.4758,0.35,1.5719
9,,0.47,1.4849,0.45,1.4639
10,,0.46,1.4600,0.45,1.4605
11,,0.49,1.4525,0.49,1.4448
12,,0.49,1.4429,0.48,1.4334
13,,0.47,1.4410,0.43,1.4586
14,,0.48,1.4450,0.49,1.4305
15,created new SGD optimizer with LR: 0.0001,0.47,1.4443,0.48,1.4298
16,,0.48,1.4456,0.47,1.4324
17,,0.49,1.4491,0.45,1.4563
18,,0.51,1.4416,0.49,1.4413
19,,0.48,1.4479,0.43,1.4604
20,,0.49,1.4418,0.48,1.4322
21,,0.51,1.4323,0.47,1.4313
22,,0.50,1.4377,0.49,1.4353
23,created new SGD optimizer with LR: 0.00001,0.49,1.4397,0.50,1.4377
24,,0.49,1.4447,0.49,1.4367
25,,0.48,1.4465,0.48,1.4378
26,,0.49,1.4361,0.49,1.4321
27,,0.49,1.4345,0.49,1.4354
28,,0.48,1.4345,0.48,1.4359
29,,0.50,1.4352,0.50,1.4330
30,,0.49,1.4376,0.46,1.4305
31,created new SGD optimizer with LR: 0.000001,0.47,1.4420,0.48,1.4376
32,,0.47,1.4440,0.46,1.4299
33,,0.49,1.4334,0.49,1.4326
34,,0.49,1.4413,0.41,1.4876
35,,0.48,1.4305,0.49,1.4409
36,,0.49,1.4335,0.44,1.4693
37,,0.51,1.4277,0.46,1.4298
38,,0.49,1.4382,0.49,1.4419
39,created new SGD optimizer with LR: 0.0000001,0.50,1.4362,0.43,1.4718
40,,0.49,1.4368,0.49,1.4273
41,,0.49,1.4410,0.46,1.4298
42,,0.50,1.4313,0.44,1.4556
43,,0.50,1.4370,0.47,1.4253
44,,0.50,1.4301,0.50,1.4425
45,,0.50,1.4349,0.43,1.4638
46,,0.48,1.4336,0.49,1.4401
47,created new SGD optimizer with LR: 0.00000001,0.49,1.4368,0.50,1.4292
48,,0.50,1.4419,0.44,1.4770
49,,0.50,1.4361,0.49,1.4434
