,notes,train_acc,train_loss,val_acc,val_loss
0,,0.49,1.5030,0.17,2.5696
1,,0.54,1.2665,0.44,1.6261
2,,0.56,1.1507,0.58,1.2795
3,,0.61,0.9997,0.60,1.1339
4,,0.66,0.9442,0.57,1.3272
5,,0.72,0.7965,0.31,1.9221
6,,0.71,0.7692,0.55,1.7819
7,created new SGD optimizer with LR: 0.00100000000000000002,0.72,0.6970,0.59,1.5279
8,,0.78,0.5580,0.21,7.8376
9,,0.82,0.5311,0.63,1.2687
10,,0.89,0.3345,0.72,1.0622
11,,0.90,0.2934,0.70,0.9422
12,,0.92,0.2453,0.79,0.6871
13,,0.91,0.2638,0.71,0.8516
14,,0.91,0.2319,0.71,1.0753
15,created new SGD optimizer with LR: 0.0001,0.91,0.2815,0.65,1.0139
16,,0.93,0.2114,0.71,0.9061
17,,0.93,0.2230,0.64,1.2474
18,,0.94,0.1789,0.75,0.7796
19,,0.98,0.1412,0.73,0.7743
20,,0.97,0.1413,0.75,1.1417
21,,0.96,0.1505,0.75,0.6954
22,,0.94,0.1663,0.74,0.9359
23,created new SGD optimizer with LR: 0.00001,0.97,0.1332,0.73,1.0788
24,,0.95,0.1667,0.77,0.8349
25,,0.96,0.1500,0.74,1.0650
26,,0.96,0.1375,0.72,0.9130
27,,0.95,0.1472,0.72,0.9087
28,,0.95,0.1572,0.75,0.8345
29,,0.96,0.1531,0.75,0.8876
30,,0.95,0.1379,0.70,1.4173
31,created new SGD optimizer with LR: 0.000001,0.95,0.1642,0.80,0.7306
32,,0.96,0.1475,0.72,1.3205
33,,0.95,0.1525,0.78,0.7197
34,,0.95,0.1573,0.77,0.6120
35,,0.96,0.1428,0.76,0.9660
36,,0.96,0.1443,0.68,0.8713
37,,0.95,0.1344,0.69,0.9438
38,,0.95,0.1817,0.74,0.8877
39,created new SGD optimizer with LR: 0.0000001,0.96,0.1469,0.77,1.0382
40,,0.96,0.1431,0.75,0.7964
41,,0.95,0.1459,0.67,1.4093
42,,0.97,0.1314,0.77,0.7607
43,,0.95,0.1592,0.78,0.8899
44,,0.96,0.1415,0.78,0.8800
45,,0.95,0.1600,0.77,0.7565
46,,0.95,0.1686,0.71,1.1053
47,created new SGD optimizer with LR: 0.00000001,0.95,0.1533,0.70,1.1620
48,,0.95,0.1597,0.78,0.7962
49,,0.96,0.1587,0.75,0.7157
