,notes,train_acc,train_loss,val_acc,val_loss
0,,0.49,1.4956,0.39,2.5081
1,,0.50,1.3337,0.50,1.3170
2,,0.54,1.1424,0.47,1.3260
3,,0.61,1.0391,0.58,1.3557
4,,0.63,0.9449,0.53,1.1679
5,,0.64,0.8881,0.66,1.2075
6,,0.65,0.8651,0.64,0.9478
7,,0.72,0.7501,0.59,1.0226
8,,0.76,0.6685,0.51,1.1481
9,,0.73,0.6575,0.67,1.0213
10,,0.78,0.5959,0.65,0.9757
11,,0.80,0.5670,0.58,1.7699
12,,0.83,0.4282,0.67,1.2755
13,,0.87,0.3927,0.69,1.1933
14,,0.86,0.3731,0.69,1.1984
15,,0.87,0.3767,0.59,1.3416
16,,0.87,0.3781,0.69,1.0401
17,,0.89,0.2903,0.48,2.7678
18,,0.89,0.3294,0.64,1.3111
19,,0.89,0.2812,0.68,1.5348
20,,0.93,0.2128,0.72,0.8989
21,,0.95,0.1788,0.72,0.8262
22,,0.93,0.2029,0.63,1.6207
23,,0.92,0.2337,0.71,0.8933
24,,0.96,0.1270,0.65,1.6284
25,,0.93,0.2072,0.76,1.2627
26,,0.97,0.1008,0.76,1.1869
27,,0.97,0.1029,0.51,3.1668
28,,0.97,0.1087,0.76,1.1329
29,created new SGD optimizer with LR: 0.00100000000000000002,0.96,0.1231,0.77,0.8652
30,,0.99,0.0629,0.67,1.5974
31,,0.98,0.0639,0.71,1.3449
32,,0.98,0.0721,0.73,1.1402
33,,0.99,0.0329,0.77,1.0700
34,,0.97,0.0578,0.77,1.0406
35,,0.99,0.0387,0.77,1.0441
36,,0.99,0.0294,0.80,0.7379
37,,0.99,0.0358,0.73,1.1583
38,,0.99,0.0362,0.78,1.2297
39,,1.00,0.0188,0.77,1.1495
40,,0.99,0.0311,0.77,1.0540
41,,1.00,0.0253,0.75,1.1090
42,,0.98,0.0546,0.78,0.9647
43,,0.99,0.0413,0.78,0.8284
44,,1.00,0.0286,0.79,0.9132
45,,0.99,0.0350,0.78,1.0288
46,,0.99,0.0354,0.78,0.9886
47,,1.00,0.0299,0.76,0.9001
48,,0.99,0.0430,0.81,0.6334
49,,0.99,0.0313,0.82,0.8722
