,notes,train_acc,train_loss,val_acc,val_loss
0,,0.39,1.5912,0.47,1.5327
1,,0.39,1.5592,0.48,1.4854
2,,0.49,1.4759,0.50,1.4406
3,,0.51,1.4060,0.51,1.4996
4,,0.52,1.3889,0.50,1.4085
5,,0.51,1.3407,0.52,1.3831
6,,0.54,1.3254,0.53,1.3123
7,created new SGD optimizer with LR: 0.00100000000000000002,0.55,1.2675,0.54,1.3808
8,,0.56,1.2340,0.53,1.5149
9,,0.57,1.1990,0.51,1.2837
10,,0.59,1.1444,0.52,1.3347
11,,0.59,1.1265,0.53,1.2485
12,,0.58,1.1516,0.49,1.3006
13,,0.59,1.1411,0.55,1.2483
14,,0.59,1.1515,0.53,1.2235
15,created new SGD optimizer with LR: 0.0001,0.57,1.1545,0.56,1.3111
16,,0.59,1.0966,0.48,1.3376
17,,0.58,1.1280,0.51,1.2458
18,,0.58,1.1193,0.49,1.2504
19,,0.56,1.1061,0.52,1.2288
20,,0.59,1.1134,0.54,1.2211
21,,0.59,1.1177,0.47,1.3519
22,,0.58,1.1373,0.55,1.2769
23,created new SGD optimizer with LR: 0.00001,0.60,1.0851,0.52,1.2442
24,,0.60,1.0909,0.51,1.2308
25,,0.58,1.1288,0.50,1.2878
26,,0.60,1.0862,0.52,1.2685
27,,0.61,1.0929,0.55,1.2454
28,,0.59,1.0960,0.55,1.2457
29,,0.57,1.1524,0.55,1.2393
30,,0.58,1.0988,0.52,1.2236
31,created new SGD optimizer with LR: 0.000001,0.61,1.0858,0.52,1.2255
32,,0.60,1.0894,0.49,1.2698
33,,0.62,1.1024,0.52,1.2600
34,,0.59,1.1158,0.51,1.2392
35,,0.59,1.0998,0.48,1.4184
36,,0.59,1.1183,0.53,1.2633
37,,0.58,1.1094,0.52,1.2548
38,,0.58,1.0978,0.50,1.2913
39,created new SGD optimizer with LR: 0.0000001,0.60,1.1138,0.49,1.2589
40,,0.61,1.1107,0.57,1.2163
41,,0.60,1.0872,0.52,1.3091
42,,0.58,1.1110,0.46,1.4942
43,,0.60,1.0935,0.52,1.2161
44,,0.59,1.0973,0.48,1.3826
45,,0.61,1.0819,0.54,1.2096
46,,0.58,1.0944,0.56,1.2238
47,created new SGD optimizer with LR: 0.00000001,0.59,1.1111,0.47,1.4591
48,,0.58,1.0927,0.48,1.3085
49,,0.60,1.1046,0.51,1.2852
