,notes,train_acc,train_loss,val_acc,val_loss
0,,0.46,1.6169,0.55,1.4431
1,,0.51,1.2938,0.45,1.4422
2,,0.56,1.1496,0.23,2.4352
3,,0.61,1.0077,0.56,1.3395
4,,0.68,0.8072,0.47,1.5228
5,,0.70,0.8057,0.55,1.4313
6,,0.72,0.7966,0.33,2.2407
7,created new SGD optimizer with LR: 0.00100000000000000002,0.72,0.6701,0.59,2.4475
8,,0.79,0.5416,0.49,3.1640
9,,0.80,0.5368,0.60,1.1501
10,,0.86,0.3890,0.68,0.9356
11,,0.91,0.2663,0.66,1.1016
12,,0.92,0.2501,0.71,0.8858
13,,0.93,0.2086,0.74,0.7938
14,,0.93,0.2190,0.76,0.9751
15,created new SGD optimizer with LR: 0.0001,0.92,0.2532,0.76,0.8154
16,,0.96,0.1333,0.76,0.7272
17,,0.96,0.1320,0.75,0.6928
18,,0.95,0.1441,0.74,0.8162
19,,0.98,0.0997,0.78,1.1399
20,,0.97,0.1318,0.78,0.6899
21,,0.96,0.1352,0.74,1.1015
22,,0.93,0.1888,0.79,0.8923
23,created new SGD optimizer with LR: 0.00001,0.97,0.1194,0.79,0.7007
24,,0.97,0.1149,0.69,1.4550
25,,0.98,0.1072,0.78,0.7356
26,,0.97,0.1253,0.75,0.8774
27,,0.97,0.1228,0.76,0.7166
28,,0.97,0.0980,0.71,1.5266
29,,0.97,0.1118,0.70,1.2869
30,,0.95,0.1467,0.72,1.3651
31,created new SGD optimizer with LR: 0.000001,0.97,0.1156,0.71,1.0413
32,,0.97,0.1212,0.75,0.8394
33,,0.96,0.1312,0.69,1.8013
34,,0.96,0.1287,0.72,1.7766
35,,0.99,0.0814,0.72,1.0944
36,,0.97,0.1075,0.78,0.8209
37,,0.98,0.1032,0.75,0.7619
38,,0.98,0.1079,0.74,1.1628
39,created new SGD optimizer with LR: 0.0000001,0.98,0.0959,0.71,1.4225
40,,0.96,0.1261,0.70,0.8721
41,,0.97,0.1233,0.75,0.9249
42,,0.96,0.1308,0.70,1.1429
43,,0.98,0.1038,0.79,0.7526
44,,0.99,0.0867,0.76,0.7110
45,,0.98,0.0912,0.79,0.8393
46,,0.99,0.0889,0.70,1.0651
47,created new SGD optimizer with LR: 0.00000001,0.97,0.1183,0.72,1.1805
48,,0.98,0.1028,0.69,1.2826
49,,0.97,0.0961,0.76,0.7814
