,notes,train_acc,train_loss,val_acc,val_loss
0,,0.43,1.5750,0.41,1.4470
1,,0.50,1.3941,0.51,1.4536
2,,0.55,1.1642,0.26,3.2267
3,,0.55,1.1780,0.55,1.7207
4,,0.62,1.0195,0.44,2.5646
5,,0.67,0.8874,0.40,2.1445
6,,0.67,0.8586,0.51,1.8837
7,created new SGD optimizer with LR: 0.00100000000000000002,0.70,0.8033,0.36,2.5606
8,,0.76,0.6423,0.51,3.2124
9,,0.75,0.7086,0.64,1.0418
10,,0.83,0.4658,0.69,1.2641
11,,0.86,0.4203,0.70,0.9390
12,,0.87,0.3585,0.66,1.1031
13,,0.89,0.3376,0.71,1.0062
14,,0.89,0.3112,0.74,0.7628
15,created new SGD optimizer with LR: 0.0001,0.90,0.3030,0.75,0.8579
16,,0.90,0.2965,0.76,1.0890
17,,0.89,0.3212,0.75,0.7887
18,,0.91,0.2623,0.74,0.8397
19,,0.89,0.2746,0.65,1.3525
20,,0.93,0.2147,0.74,0.9147
21,,0.92,0.2754,0.70,1.1990
22,,0.94,0.1973,0.66,1.5405
23,created new SGD optimizer with LR: 0.00001,0.91,0.2560,0.69,1.1949
24,,0.93,0.2351,0.75,0.8857
25,,0.93,0.2228,0.71,1.4327
26,,0.92,0.2402,0.75,0.8671
27,,0.93,0.2315,0.71,0.9882
28,,0.95,0.1931,0.74,0.7558
29,,0.93,0.2205,0.72,1.1594
30,,0.94,0.2011,0.69,1.0526
31,created new SGD optimizer with LR: 0.000001,0.93,0.2294,0.65,1.7119
32,,0.92,0.2374,0.69,1.1705
33,,0.94,0.2231,0.68,1.4090
34,,0.93,0.2178,0.65,1.0739
35,,0.93,0.2209,0.62,2.2658
36,,0.95,0.1842,0.74,1.2072
37,,0.93,0.2313,0.62,1.1286
38,,0.94,0.1990,0.68,1.1735
39,created new SGD optimizer with LR: 0.0000001,0.91,0.2629,0.68,1.3412
40,,0.93,0.2149,0.70,0.9804
41,,0.90,0.2672,0.78,0.8632
42,,0.94,0.2083,0.70,1.2864
43,,0.93,0.2169,0.70,1.0450
44,,0.92,0.2192,0.69,1.6564
45,,0.93,0.2225,0.69,1.3708
46,,0.94,0.2218,0.66,1.3698
47,created new SGD optimizer with LR: 0.00000001,0.95,0.1901,0.69,1.9709
48,,0.93,0.2157,0.69,1.1929
49,,0.93,0.2121,0.74,0.8315
