,notes,train_acc,train_loss,val_acc,val_loss
0,,0.40,1.5787,0.47,1.4898
1,,0.51,1.3861,0.51,1.3512
2,,0.53,1.2775,0.56,1.3560
3,,0.55,1.1905,0.45,1.4228
4,,0.60,1.0522,0.56,1.1067
5,,0.64,0.9564,0.38,1.7826
6,,0.64,0.9476,0.55,1.9696
7,created new SGD optimizer with LR: 0.00100000000000000002,0.73,0.7450,0.44,1.6863
8,,0.76,0.6908,0.60,1.2523
9,,0.75,0.6983,0.61,1.3311
10,,0.79,0.5653,0.66,1.0026
11,,0.85,0.4318,0.64,1.0714
12,,0.84,0.4183,0.56,1.2320
13,,0.88,0.3656,0.60,1.0919
14,,0.88,0.3857,0.70,0.9921
15,created new SGD optimizer with LR: 0.0001,0.90,0.3121,0.62,2.4497
16,,0.89,0.3379,0.68,1.1792
17,,0.93,0.2339,0.70,1.0577
18,,0.93,0.2546,0.61,1.5654
19,,0.94,0.2251,0.68,1.0636
20,,0.92,0.2499,0.59,1.2151
21,,0.91,0.2603,0.65,1.0305
22,,0.92,0.2471,0.59,1.2296
23,created new SGD optimizer with LR: 0.00001,0.94,0.2144,0.60,1.0917
24,,0.93,0.2274,0.65,1.0078
25,,0.88,0.3177,0.64,1.0814
26,,0.90,0.2686,0.64,1.9362
27,,0.95,0.2082,0.60,1.2885
28,,0.92,0.2746,0.54,2.3898
29,,0.92,0.2345,0.71,0.8864
30,,0.92,0.2263,0.61,1.1755
31,created new SGD optimizer with LR: 0.000001,0.94,0.2398,0.60,1.5920
32,,0.92,0.2564,0.57,1.4127
33,,0.95,0.2068,0.68,1.0228
34,,0.90,0.2599,0.64,1.5589
35,,0.94,0.2247,0.66,1.0912
36,,0.94,0.2019,0.57,1.5092
37,,0.93,0.2464,0.59,1.5097
38,,0.93,0.2393,0.51,1.4945
39,created new SGD optimizer with LR: 0.0000001,0.93,0.2272,0.64,1.1778
40,,0.94,0.2283,0.62,0.9526
41,,0.88,0.3090,0.61,2.0975
42,,0.92,0.2588,0.62,1.4630
43,,0.95,0.2256,0.66,0.9927
44,,0.95,0.2056,0.64,1.4771
45,,0.93,0.2211,0.64,1.0460
46,,0.91,0.2800,0.56,1.2923
47,created new SGD optimizer with LR: 0.00000001,0.90,0.2713,0.65,1.5020
48,,0.94,0.2077,0.66,1.1560
49,,0.93,0.2112,0.61,1.1456
