,notes,train_acc,train_loss,val_acc,val_loss
0,,0.46,1.4998,0.23,1.6720
1,,0.51,1.3144,0.42,1.6765
2,,0.56,1.1746,0.54,1.3291
3,,0.64,0.9522,0.54,1.1740
4,,0.66,0.9272,0.51,1.6139
5,,0.68,0.8429,0.31,1.8850
6,,0.67,0.8564,0.57,1.1198
7,created new SGD optimizer with LR: 0.00100000000000000002,0.73,0.7338,0.41,2.0086
8,,0.79,0.6091,0.41,3.1135
9,,0.77,0.5774,0.72,0.7644
10,,0.86,0.4138,0.70,0.9077
11,,0.84,0.4122,0.70,0.9876
12,,0.90,0.3146,0.76,0.7273
13,,0.88,0.3312,0.75,0.7957
14,,0.92,0.2506,0.80,0.6222
15,created new SGD optimizer with LR: 0.0001,0.92,0.2459,0.74,0.8772
16,,0.94,0.1882,0.78,0.8599
17,,0.95,0.1823,0.79,0.6180
18,,0.95,0.1814,0.69,0.8902
19,,0.96,0.1609,0.78,0.8360
20,,0.94,0.1721,0.76,0.6361
21,,0.95,0.1496,0.76,0.5960
22,,0.94,0.1706,0.74,0.8774
23,created new SGD optimizer with LR: 0.00001,0.95,0.1850,0.79,0.7123
24,,0.97,0.1286,0.74,1.0508
25,,0.97,0.1295,0.72,1.1122
26,,0.94,0.1592,0.76,0.8215
27,,0.96,0.1246,0.79,0.7202
28,,0.95,0.1630,0.79,0.9650
29,,0.96,0.1385,0.82,0.5923
30,,0.94,0.1531,0.76,0.9540
31,created new SGD optimizer with LR: 0.000001,0.96,0.1233,0.71,0.9383
32,,0.95,0.1912,0.81,0.7050
33,,0.96,0.1443,0.76,0.7343
34,,0.96,0.1633,0.76,0.8253
35,,0.95,0.1447,0.78,1.1163
36,,0.95,0.1593,0.80,0.6358
37,,0.95,0.1571,0.72,1.0001
38,,0.94,0.1734,0.78,0.8303
39,created new SGD optimizer with LR: 0.0000001,0.96,0.1350,0.80,0.5624
40,,0.97,0.1180,0.75,0.7071
41,,0.96,0.1473,0.84,0.4641
42,,0.96,0.1481,0.81,0.6455
43,,0.94,0.2050,0.70,1.5521
44,,0.95,0.1564,0.80,0.7473
45,,0.96,0.1586,0.84,0.5946
46,,0.96,0.1232,0.72,0.8099
47,created new SGD optimizer with LR: 0.00000001,0.96,0.1428,0.71,0.8818
48,,0.97,0.1257,0.72,0.8210
49,,0.97,0.1306,0.81,0.5362
