,notes,train_acc,train_loss,val_acc,val_loss
0,,0.42,1.8057,0.42,1.6907
1,,0.42,1.6507,0.42,1.6031
2,,0.42,1.5999,0.42,1.5705
3,,0.42,1.5778,0.42,1.5554
4,,0.41,1.5685,0.42,1.5470
5,,0.41,1.5538,0.42,1.5315
6,,0.41,1.5442,0.42,1.5183
7,created new SGD optimizer with LR: 0.00100000000000000002,0.41,1.5349,0.42,1.5239
8,,0.46,1.4977,0.47,1.4954
9,,0.53,1.4496,0.45,1.4618
10,,0.52,1.4254,0.45,1.4461
11,,0.55,1.4114,0.49,1.4420
12,,0.56,1.4064,0.40,1.9216
13,,0.54,1.3736,0.46,1.4373
14,,0.55,1.3718,0.46,1.4212
15,created new SGD optimizer with LR: 0.0001,0.55,1.3627,0.45,1.5055
16,,0.55,1.3484,0.51,1.4132
17,,0.55,1.3724,0.49,1.4330
18,,0.56,1.3468,0.49,1.4136
19,,0.56,1.3532,0.46,1.5525
20,,0.56,1.3445,0.46,1.4894
21,,0.57,1.3611,0.46,1.4919
22,,0.58,1.3317,0.49,1.4120
23,created new SGD optimizer with LR: 0.00001,0.57,1.3345,0.45,2.0066
24,,0.58,1.3266,0.47,1.4813
25,,0.57,1.3343,0.49,1.3973
26,,0.55,1.3557,0.47,1.4222
27,,0.56,1.3499,0.46,1.6138
28,,0.54,1.3542,0.47,1.4223
29,,0.57,1.3360,0.49,1.3985
30,,0.57,1.3344,0.49,1.7707
31,created new SGD optimizer with LR: 0.000001,0.57,1.3350,0.47,1.4065
32,,0.57,1.3395,0.46,1.4380
33,,0.56,1.3401,0.46,1.4326
34,,0.58,1.3236,0.50,1.4023
35,,0.59,1.3166,0.50,1.4019
36,,0.57,1.3367,0.50,1.3939
37,,0.57,1.3443,0.50,1.3911
38,,0.56,1.3625,0.45,1.5947
39,created new SGD optimizer with LR: 0.0000001,0.57,1.3255,0.46,1.4264
40,,0.58,1.3245,0.47,1.4121
41,,0.58,1.3404,0.50,1.6734
42,,0.56,1.3322,0.46,1.4493
43,,0.57,1.3252,0.49,1.4067
44,,0.57,1.3480,0.50,1.7112
45,,0.57,1.3507,0.51,1.4007
46,,0.59,1.3123,0.47,1.5351
47,created new SGD optimizer with LR: 0.00000001,0.55,1.3502,0.46,1.5244
48,,0.55,1.3419,0.47,1.4727
49,,0.58,1.3176,0.49,1.4659
