,notes,train_acc,train_loss,val_acc,val_loss
0,,0.49,1.4653,0.50,1.4114
1,,0.52,1.2921,0.55,1.6796
2,,0.56,1.1737,0.33,1.6065
3,,0.61,1.0824,0.54,1.4034
4,,0.66,0.9307,0.53,1.2774
5,,0.67,0.8632,0.39,1.6505
6,,0.75,0.7140,0.59,1.5534
7,created new SGD optimizer with LR: 0.00100000000000000002,0.74,0.7237,0.61,1.6852
8,,0.77,0.6250,0.62,1.5122
9,,0.80,0.5351,0.66,1.0483
10,,0.85,0.3786,0.70,0.9931
11,,0.86,0.3834,0.65,0.8400
12,,0.87,0.3655,0.69,1.8435
13,,0.90,0.2970,0.62,1.3255
14,,0.91,0.2677,0.70,0.9422
15,created new SGD optimizer with LR: 0.0001,0.91,0.2681,0.76,0.9659
16,,0.90,0.2683,0.71,0.7327
17,,0.93,0.2253,0.71,1.0148
18,,0.94,0.2084,0.68,0.7858
19,,0.94,0.2020,0.62,0.9620
20,,0.94,0.2095,0.65,1.0212
21,,0.92,0.1928,0.66,1.7193
22,,0.92,0.2300,0.75,1.2103
23,created new SGD optimizer with LR: 0.00001,0.93,0.2208,0.71,0.7372
24,,0.94,0.1875,0.75,0.6019
25,,0.94,0.1714,0.74,1.2940
26,,0.95,0.1816,0.75,0.7144
27,,0.95,0.1836,0.72,0.7524
28,,0.94,0.2168,0.74,0.8537
29,,0.94,0.2073,0.71,0.7928
30,,0.93,0.2022,0.70,1.1532
31,created new SGD optimizer with LR: 0.000001,0.93,0.1946,0.62,1.0679
32,,0.93,0.1944,0.68,0.7043
33,,0.95,0.1745,0.69,1.1402
34,,0.96,0.1479,0.80,0.6193
35,,0.92,0.2213,0.74,1.0481
36,,0.93,0.1966,0.72,0.9359
37,,0.91,0.2167,0.69,1.5716
38,,0.96,0.1543,0.76,0.6953
39,created new SGD optimizer with LR: 0.0000001,0.93,0.1993,0.75,0.8295
40,,0.95,0.1694,0.72,1.1909
41,,0.96,0.1483,0.70,0.8481
42,,0.94,0.2069,0.74,0.6309
43,,0.92,0.2157,0.66,1.0451
44,,0.95,0.1853,0.74,0.6343
45,,0.93,0.2031,0.74,1.0755
46,,0.95,0.1850,0.74,0.7422
47,created new SGD optimizer with LR: 0.00000001,0.94,0.1955,0.75,1.3000
48,,0.96,0.1636,0.71,0.9837
49,,0.92,0.2320,0.72,1.3716
