,notes,train_acc,train_loss,val_acc,val_loss
0,,0.65,1.0957,0.28,7.7678
1,,0.72,1.1267,0.45,2.1195
2,,0.88,0.4399,0.60,2.1815
3,,0.91,0.3013,0.62,3.6763
4,,0.91,0.3607,0.61,2.6164
5,,0.95,0.1669,0.72,1.9919
6,,0.95,0.1507,0.78,1.6424
7,created new SGD optimizer with LR: 0.00100000000000000002,0.97,0.0918,0.68,2.3585
8,,0.94,0.2197,0.64,2.1602
9,,0.96,0.1345,0.72,1.7626
10,,0.98,0.0774,0.75,1.3606
11,,0.99,0.0335,0.69,1.9737
12,,0.99,0.0357,0.71,1.9447
13,,0.95,0.1665,0.69,3.4341
14,,0.97,0.0877,0.72,2.1170
15,created new SGD optimizer with LR: 0.0001,0.98,0.0678,0.74,1.4247
16,,0.98,0.0304,0.81,1.4568
17,,0.99,0.0120,0.78,1.0340
18,,0.98,0.0598,0.74,1.0867
19,,0.99,0.0272,0.76,1.2936
20,,0.99,0.0403,0.79,1.2271
21,,0.96,0.1513,0.76,2.0350
22,,0.99,0.0254,0.79,1.0029
23,created new SGD optimizer with LR: 0.00001,1.00,0.0126,0.76,1.4751
24,,0.99,0.0206,0.66,1.6201
25,,0.99,0.0232,0.78,1.5082
26,,1.00,0.0111,0.76,1.1154
27,,0.99,0.0200,0.80,1.3999
28,,0.98,0.0269,0.79,2.3895
29,,1.00,0.0152,0.78,1.5638
30,,1.00,0.0185,0.75,2.3710
31,created new SGD optimizer with LR: 0.000001,1.00,0.0150,0.75,1.8510
32,,1.00,0.0120,0.79,1.2544
33,,1.00,0.0149,0.76,1.5933
34,,0.99,0.0222,0.78,1.4075
35,,1.00,0.0142,0.68,4.6135
36,,0.99,0.0433,0.81,1.1172
37,,0.97,0.0563,0.78,2.4985
38,,0.99,0.0154,0.76,1.2629
39,created new SGD optimizer with LR: 0.0000001,0.99,0.0146,0.71,1.6970
40,,0.99,0.0262,0.80,0.8361
41,,0.99,0.0498,0.81,1.5626
42,,0.99,0.0281,0.80,1.2569
43,,1.00,0.0168,0.80,1.3949
44,,1.00,0.0142,0.76,1.2944
45,,0.99,0.0217,0.81,1.3155
46,,0.99,0.0270,0.74,1.2178
47,created new SGD optimizer with LR: 0.00000001,0.99,0.0429,0.78,1.6550
48,,0.98,0.0640,0.78,1.5165
49,,1.00,0.0061,0.78,1.4109
