,notes,train_acc,train_loss,val_acc,val_loss
0,,0.67,1.2188,0.55,2.1946
1,,0.78,0.8493,0.56,2.4817
2,,0.85,0.5252,0.66,1.8614
3,,0.91,0.3111,0.71,1.4841
4,,0.96,0.1383,0.71,2.0641
5,,0.98,0.0709,0.74,1.0491
6,,0.97,0.0992,0.72,1.6324
7,created new SGD optimizer with LR: 0.00100000000000000002,0.99,0.0221,0.74,1.2602
8,,0.99,0.0313,0.80,1.1679
9,,0.98,0.0779,0.79,1.3023
10,,0.99,0.0308,0.79,1.0375
11,,1.00,0.0068,0.76,1.3275
12,,1.00,0.0146,0.79,1.3715
13,,0.98,0.0637,0.72,2.1472
14,,1.00,0.0142,0.74,1.3877
15,created new SGD optimizer with LR: 0.0001,0.99,0.0128,0.78,1.2122
16,,0.99,0.0223,0.75,1.4980
17,,0.99,0.0274,0.72,1.4648
18,,0.98,0.0574,0.74,4.3204
19,,0.99,0.0157,0.65,2.1066
20,,0.99,0.0105,0.70,2.1277
21,,1.00,0.0060,0.80,1.4682
22,,0.97,0.0630,0.75,2.2552
23,created new SGD optimizer with LR: 0.00001,1.00,0.0126,0.80,1.3713
24,,0.98,0.0192,0.76,1.2375
25,,0.99,0.0209,0.75,1.2800
26,,0.98,0.0426,0.78,1.3163
27,,0.99,0.0169,0.71,1.6775
28,,1.00,0.0091,0.75,2.4119
29,,0.99,0.0260,0.79,1.3356
30,,0.99,0.0454,0.74,1.2039
31,created new SGD optimizer with LR: 0.000001,1.00,0.0052,0.80,1.3063
32,,1.00,0.0091,0.76,1.5731
33,,1.00,0.0093,0.76,1.0490
34,,0.99,0.0360,0.69,2.4755
35,,0.99,0.0188,0.79,1.2412
36,,0.98,0.0720,0.72,1.7626
37,,0.99,0.0272,0.71,1.4160
38,,0.99,0.0357,0.70,2.7619
39,created new SGD optimizer with LR: 0.0000001,1.00,0.0134,0.78,1.2041
40,,1.00,0.0103,0.76,1.5386
41,,0.99,0.0185,0.70,3.0643
42,,1.00,0.0087,0.78,1.1039
43,,0.99,0.0171,0.71,2.5069
44,,0.99,0.0652,0.76,1.0476
45,,0.99,0.0186,0.76,1.0842
46,,1.00,0.0116,0.74,1.5022
47,created new SGD optimizer with LR: 0.00000001,1.00,0.0107,0.79,1.1612
48,,0.99,0.0220,0.71,2.1746
49,,1.00,0.0120,0.72,1.3334
