,notes,train_acc,train_loss,val_acc,val_loss
0,,0.47,1.5046,0.30,1.6671
1,,0.50,1.3862,0.40,1.7621
2,,0.56,1.2115,0.51,1.8167
3,,0.61,1.0578,0.54,1.4487
4,,0.60,1.0374,0.41,3.2316
5,,0.66,0.9131,0.34,2.3212
6,,0.68,0.9040,0.56,1.8255
7,created new SGD optimizer with LR: 0.00100000000000000002,0.70,0.8298,0.45,1.3700
8,,0.73,0.7179,0.35,2.5416
9,,0.73,0.6660,0.56,1.1587
10,,0.82,0.4962,0.68,1.0848
11,,0.85,0.3988,0.65,1.0393
12,,0.86,0.3844,0.70,0.8978
13,,0.84,0.4283,0.65,0.9604
14,,0.89,0.3299,0.64,1.0699
15,created new SGD optimizer with LR: 0.0001,0.88,0.3229,0.72,1.2027
16,,0.88,0.3573,0.69,1.4333
17,,0.90,0.2827,0.68,1.3746
18,,0.92,0.2365,0.69,1.4401
19,,0.92,0.2308,0.76,1.0470
20,,0.94,0.2102,0.76,1.0412
21,,0.92,0.2479,0.66,0.8841
22,,0.93,0.2140,0.74,0.9553
23,created new SGD optimizer with LR: 0.00001,0.92,0.2467,0.70,1.6242
24,,0.93,0.2094,0.74,1.0650
25,,0.94,0.2165,0.70,0.8994
26,,0.95,0.2000,0.70,0.9839
27,,0.92,0.2400,0.62,1.1329
28,,0.95,0.1956,0.69,0.8663
29,,0.89,0.3078,0.70,0.8907
30,,0.94,0.1952,0.66,1.4096
31,created new SGD optimizer with LR: 0.000001,0.93,0.2180,0.72,1.3928
32,,0.92,0.2394,0.68,1.1518
33,,0.94,0.2100,0.70,1.0635
34,,0.96,0.1866,0.70,0.9295
35,,0.95,0.1870,0.71,1.0820
36,,0.96,0.1685,0.70,1.0853
37,,0.94,0.2044,0.74,0.9264
38,,0.94,0.1994,0.75,0.7132
39,created new SGD optimizer with LR: 0.0000001,0.95,0.1821,0.70,1.1121
40,,0.93,0.2186,0.65,0.9883
41,,0.95,0.1869,0.70,0.9300
42,,0.92,0.2287,0.70,1.3518
43,,0.92,0.2454,0.69,1.2867
44,,0.94,0.2143,0.70,1.3655
45,,0.92,0.2363,0.72,0.8384
46,,0.91,0.2454,0.72,0.9838
47,created new SGD optimizer with LR: 0.00000001,0.94,0.1996,0.69,1.2247
48,,0.94,0.2056,0.68,1.0578
49,,0.94,0.1977,0.72,1.1029
