,notes,train_acc,train_loss,val_acc,val_loss
0,,0.70,0.9759,0.49,2.0777
1,,0.83,0.6232,0.51,2.1829
2,,0.89,0.4126,0.65,2.6087
3,,0.93,0.2636,0.59,2.7145
4,,0.95,0.1603,0.40,4.1522
5,,0.95,0.2439,0.66,2.5494
6,,0.98,0.0581,0.70,1.2856
7,created new SGD optimizer with LR: 0.00100000000000000002,0.98,0.0486,0.74,1.4972
8,,0.99,0.0483,0.68,2.6030
9,,0.99,0.0399,0.69,1.6285
10,,0.96,0.1070,0.72,1.5501
11,,0.99,0.0237,0.69,1.7775
12,,1.00,0.0105,0.71,1.2866
13,,0.99,0.0217,0.75,1.4519
14,,0.99,0.0135,0.69,2.6166
15,created new SGD optimizer with LR: 0.0001,0.99,0.0210,0.65,2.1923
16,,0.99,0.0262,0.74,1.4061
17,,1.00,0.0123,0.71,1.2767
18,,0.96,0.0957,0.74,2.6963
19,,1.00,0.0184,0.74,1.0973
20,,0.99,0.0188,0.71,0.8629
21,,1.00,0.0152,0.76,1.3509
22,,0.99,0.0156,0.70,1.1009
23,created new SGD optimizer with LR: 0.00001,0.98,0.0701,0.68,1.7142
24,,0.98,0.0587,0.62,2.1284
25,,0.98,0.0260,0.74,1.3225
26,,1.00,0.0135,0.68,1.2589
27,,1.00,0.0135,0.74,1.3323
28,,1.00,0.0052,0.72,1.7849
29,,0.99,0.0169,0.74,1.3414
30,,0.99,0.0379,0.69,2.9461
31,created new SGD optimizer with LR: 0.000001,1.00,0.0149,0.70,1.3987
32,,0.99,0.0269,0.66,2.4706
33,,0.98,0.0247,0.72,1.3003
34,,1.00,0.0082,0.71,1.2702
35,,0.99,0.0161,0.74,1.2725
36,,0.98,0.0948,0.76,1.0625
37,,0.95,0.1916,0.66,3.4013
38,,0.99,0.0181,0.74,2.2886
39,created new SGD optimizer with LR: 0.0000001,0.99,0.0308,0.70,1.2539
40,,0.99,0.0288,0.70,1.2841
41,,0.99,0.0248,0.71,1.2882
42,,0.99,0.0485,0.69,1.6336
43,,0.98,0.0250,0.69,2.7474
44,,0.99,0.0135,0.74,1.5333
45,,1.00,0.0048,0.76,1.1561
46,,1.00,0.0133,0.74,1.4213
47,created new SGD optimizer with LR: 0.00000001,1.00,0.0067,0.71,1.2727
48,,0.97,0.0746,0.66,2.2099
49,,0.98,0.0278,0.74,2.5238
