,notes,train_acc,train_loss,val_acc,val_loss
0,,0.56,1.5262,0.61,1.8704
1,,0.70,0.9358,0.57,1.5641
2,,0.73,0.8028,0.71,1.1432
3,,0.76,0.7116,0.57,1.6532
4,,0.77,0.7208,0.66,1.1406
5,,0.78,0.5890,0.63,1.1808
6,created new SGD optimizer with LR: 0.00100000000000000002,0.81,0.5560,0.68,1.0173
7,,0.81,0.5269,0.69,1.2767
8,,0.84,0.4355,0.72,0.9588
9,,0.86,0.3675,0.70,0.7331
10,,0.87,0.3637,0.74,0.7257
11,,0.87,0.3384,0.70,0.7856
12,,0.86,0.3653,0.74,0.6805
13,created new SGD optimizer with LR: 0.0001,0.87,0.3444,0.76,0.6564
14,,0.87,0.3379,0.73,0.6871
15,,0.89,0.3144,0.78,0.6488
16,,0.89,0.3084,0.77,0.6485
17,,0.87,0.3118,0.77,0.6406
18,,0.88,0.2931,0.77,0.6418
19,,0.89,0.2795,0.76,0.6392
20,created new SGD optimizer with LR: 0.00001,0.88,0.2915,0.76,0.6383
21,,0.88,0.3047,0.77,0.6386
22,,0.88,0.3085,0.76,0.6384
23,,0.89,0.3064,0.76,0.6382
24,,0.89,0.2806,0.76,0.6388
25,,0.89,0.3032,0.76,0.6383
26,,0.88,0.3091,0.76,0.6388
27,created new SGD optimizer with LR: 0.000001,0.88,0.3016,0.76,0.6384
28,,0.88,0.3062,0.76,0.6389
29,,0.88,0.2824,0.76,0.6389
30,,0.89,0.2859,0.76,0.6389
31,,0.89,0.2935,0.76,0.6389
32,,0.89,0.2906,0.76,0.6390
33,,0.88,0.3029,0.76,0.6390
34,created new SGD optimizer with LR: 0.0000001,0.90,0.2838,0.76,0.6391
35,,0.89,0.2950,0.76,0.6391
36,,0.90,0.2842,0.76,0.6391
37,,0.88,0.3098,0.76,0.6391
38,,0.89,0.2953,0.76,0.6391
39,,0.89,0.2935,0.77,0.6391
40,,0.89,0.3080,0.76,0.6391
41,created new SGD optimizer with LR: 0.00000001,0.88,0.2965,0.76,0.6391
42,,0.90,0.2812,0.76,0.6391
43,,0.89,0.2977,0.76,0.6391
44,,0.89,0.2823,0.77,0.6391
45,,0.88,0.3090,0.77,0.6391
46,,0.89,0.3044,0.77,0.6391
47,,0.89,0.2956,0.76,0.6391
48,created new SGD optimizer with LR: 0.000000001,0.89,0.3001,0.76,0.6391
49,,0.89,0.2856,0.76,0.6391
50,,0.89,0.2909,0.77,0.6391
51,,0.89,0.3070,0.76,0.6391
52,,0.88,0.3032,0.76,0.6391
53,,0.89,0.2988,0.77,0.6391
54,,0.90,0.2805,0.76,0.6391
55,created new SGD optimizer with LR: 0.0000000001,0.89,0.3112,0.77,0.6391
56,,0.89,0.3030,0.77,0.6391
57,,0.89,0.2968,0.77,0.6391
58,,0.89,0.2943,0.76,0.6391
59,,0.89,0.2911,0.76,0.6391
60,,0.89,0.2897,0.76,0.6391
61,,0.89,0.2951,0.76,0.6391
62,created new SGD optimizer with LR: 0.00000000001,0.89,0.2939,0.76,0.6391
63,,0.89,0.3005,0.77,0.6391
64,,0.89,0.3044,0.76,0.6391
65,,0.88,0.3071,0.76,0.6391
66,,0.89,0.3119,0.76,0.6391
67,,0.89,0.3101,0.76,0.6391
68,,0.89,0.2866,0.77,0.6391
69,created new SGD optimizer with LR: 0.000000000001,0.88,0.3131,0.76,0.6391
70,,0.89,0.2914,0.76,0.6391
71,,0.88,0.3032,0.76,0.6391
72,,0.89,0.2921,0.76,0.6391
73,,0.90,0.2808,0.76,0.6391
74,,0.89,0.2851,0.76,0.6391
75,,0.89,0.2826,0.77,0.6391
76,created new SGD optimizer with LR: 0.0000000000001,0.89,0.3025,0.77,0.6391
77,,0.89,0.2924,0.76,0.6391
78,,0.89,0.3020,0.76,0.6391
79,,0.89,0.3009,0.76,0.6391
80,,0.89,0.2849,0.76,0.6391
81,,0.90,0.2849,0.76,0.6391
82,,0.89,0.2907,0.76,0.6391
83,created new SGD optimizer with LR: 0.00000000000001,0.89,0.2900,0.76,0.6391
84,,0.89,0.3028,0.76,0.6391
85,,0.89,0.2961,0.76,0.6391
86,,0.89,0.3089,0.76,0.6391
87,,0.88,0.3014,0.76,0.6391
88,,0.90,0.2826,0.76,0.6391
89,,0.89,0.3098,0.76,0.6391
90,created new SGD optimizer with LR: 0.000000000000001,0.88,0.3002,0.76,0.6391
91,,0.88,0.3032,0.76,0.6391
92,,0.88,0.2945,0.76,0.6391
93,,0.89,0.3074,0.77,0.6391
94,,0.90,0.2901,0.76,0.6391
95,,0.89,0.2961,0.77,0.6391
96,,0.89,0.2876,0.77,0.6391
97,created new SGD optimizer with LR: 0.0000000000000001,0.89,0.2897,0.76,0.6391
98,,0.90,0.2708,0.77,0.6391
99,,0.88,0.2913,0.76,0.6391
