,notes,train_acc,train_loss,val_acc,val_loss
0,,0.45,1.5263,0.44,1.5285
1,,0.50,1.4429,0.55,1.4176
2,,0.51,1.3369,0.53,1.3455
3,,0.55,1.2370,0.56,1.2818
4,,0.55,1.1883,0.53,1.2270
5,,0.57,1.1362,0.48,1.3796
6,created new SGD optimizer with LR: 0.00100000000000000002,0.59,1.1077,0.55,1.2026
7,,0.59,1.0711,0.52,1.1686
8,,0.66,1.0109,0.55,1.1209
9,,0.63,0.9857,0.59,1.1132
10,,0.65,0.9736,0.57,1.0929
11,,0.66,0.9529,0.54,1.1443
12,,0.67,0.9374,0.57,1.1351
13,created new SGD optimizer with LR: 0.0001,0.64,0.9687,0.55,1.1273
14,,0.65,0.9591,0.59,1.0677
15,,0.67,0.9408,0.55,1.1131
16,,0.65,0.9781,0.58,1.0678
17,,0.66,0.9560,0.56,1.1372
18,,0.67,0.9362,0.56,1.1187
19,,0.65,0.9396,0.56,1.1300
20,created new SGD optimizer with LR: 0.00001,0.66,0.9256,0.56,1.0897
21,,0.65,0.9690,0.57,1.1103
22,,0.68,0.9107,0.59,1.0684
23,,0.63,0.9804,0.60,1.0582
24,,0.66,0.9637,0.59,1.0819
25,,0.65,0.9389,0.58,1.0949
26,,0.66,0.9498,0.56,1.0729
27,created new SGD optimizer with LR: 0.000001,0.67,0.9339,0.50,1.1844
28,,0.62,0.9896,0.55,1.1870
29,,0.65,0.9468,0.56,1.0540
30,,0.66,0.9393,0.55,1.1069
31,,0.65,0.9401,0.58,1.1280
32,,0.65,0.9646,0.56,1.1155
33,,0.69,0.9314,0.58,1.1143
34,created new SGD optimizer with LR: 0.0000001,0.66,0.9511,0.52,1.1570
35,,0.66,0.9535,0.54,1.0992
36,,0.66,0.9492,0.61,1.0582
37,,0.66,0.9458,0.55,1.1694
38,,0.67,0.9320,0.55,1.0679
39,,0.65,0.9425,0.59,1.0667
40,,0.67,0.9286,0.58,1.0825
41,created new SGD optimizer with LR: 0.00000001,0.65,0.9608,0.53,1.1759
42,,0.66,0.9755,0.55,1.1763
43,,0.65,0.9580,0.55,1.1230
44,,0.67,0.9296,0.58,1.0733
45,,0.68,0.9192,0.63,1.0854
46,,0.66,0.9383,0.60,1.0585
47,,0.67,0.9402,0.56,1.0986
48,created new SGD optimizer with LR: 0.000000001,0.66,0.9492,0.58,1.0703
49,,0.65,0.9628,0.57,1.0857
