,notes,train_acc,train_loss,val_acc,val_loss
0,,0.46,2.0902,0.44,3.3377
1,,0.58,1.5310,0.50,3.3254
2,,0.61,1.6246,0.43,2.4659
3,,0.60,1.7224,0.57,2.6950
4,,0.68,1.1497,0.55,1.8431
5,,0.68,1.1965,0.29,3.1841
6,created new SGD optimizer with LR: 0.00100000000000000002,0.68,1.1213,0.58,2.2237
7,,0.72,1.0844,0.21,6.5447
8,,0.69,1.2761,0.52,1.7980
9,,0.75,0.7684,0.53,1.8625
10,,0.78,0.6759,0.52,1.6784
11,,0.77,0.7038,0.55,1.6627
12,,0.76,0.7478,0.54,1.6333
13,created new SGD optimizer with LR: 0.0001,0.77,0.6496,0.59,2.1656
14,,0.79,0.6073,0.61,1.6133
15,,0.78,0.6512,0.60,1.8058
16,,0.77,0.6377,0.57,1.8609
17,,0.77,0.6432,0.59,1.6988
18,,0.78,0.6799,0.55,1.9021
19,,0.80,0.6029,0.54,1.5602
20,created new SGD optimizer with LR: 0.00001,0.80,0.6234,0.62,1.9138
21,,0.80,0.5999,0.56,1.7826
22,,0.79,0.6123,0.56,1.7903
23,,0.76,0.6438,0.55,2.0578
24,,0.81,0.5760,0.51,1.4796
25,,0.80,0.5884,0.57,1.6917
26,,0.79,0.6242,0.56,1.8201
27,created new SGD optimizer with LR: 0.000001,0.78,0.6530,0.53,1.7790
28,,0.79,0.6426,0.55,1.8631
29,,0.79,0.6055,0.57,2.1602
30,,0.78,0.6721,0.53,1.9051
31,,0.79,0.6427,0.57,1.7954
32,,0.79,0.6238,0.56,1.7305
33,,0.78,0.6877,0.57,1.7216
34,created new SGD optimizer with LR: 0.0000001,0.79,0.6049,0.48,2.1451
35,,0.79,0.6428,0.55,1.7740
36,,0.78,0.6643,0.52,1.9245
37,,0.79,0.6067,0.57,1.9864
38,,0.82,0.5569,0.57,1.7853
39,,0.79,0.5921,0.54,1.6659
40,,0.79,0.6277,0.54,1.6221
41,created new SGD optimizer with LR: 0.00000001,0.80,0.6194,0.57,1.6167
42,,0.78,0.6489,0.52,1.5275
43,,0.78,0.6286,0.55,1.9355
44,,0.79,0.6227,0.55,1.8263
45,,0.77,0.6598,0.52,1.6739
46,,0.79,0.5869,0.53,1.4848
47,,0.81,0.5582,0.57,1.9659
48,created new SGD optimizer with LR: 0.000000001,0.78,0.6256,0.55,1.6862
49,,0.78,0.6279,0.55,1.9771
